id	userStudent_id	versionExp_id	bloco	experimento_id
300	333	13	0	9
301	334	15	0	9
302	335	16	0	9
303	336	15	0	9
304	337	13	0	9
305	338	15	0	9
306	339	14	0	9
307	340	14	0	9
308	341	15	0	9
309	342	13	0	9
310	343	15	0	9
311	344	13	0	9
312	345	16	0	9
313	346	14	0	9
314	347	13	0	9
315	348	16	0	9
316	349	13	0	9
317	350	16	0	9
318	351	15	0	9
319	352	16	0	9
320	353	15	0	9
321	354	15	0	9
322	355	15	0	9
323	356	16	0	9
324	357	14	0	9
325	358	16	0	9
326	359	15	0	9
327	360	15	0	9
328	361	13	0	9
329	362	16	0	9
330	363	14	0	9
331	364	13	0	9
332	365	15	0	9
333	366	16	0	9
334	367	15	0	9
335	368	15	0	9
336	369	14	0	9
337	370	15	0	9
338	371	14	0	9
339	372	14	0	9
340	373	15	0	9
341	374	15	0	9
342	375	16	0	9
343	376	14	0	9
344	377	13	0	9
345	378	14	0	9
346	379	15	0	9
347	380	13	0	9
348	381	13	0	9
349	382	16	0	9
350	383	13	0	9
351	384	14	0	9
352	385	15	0	9
353	386	16	0	9
354	387	16	0	9
355	388	14	0	9
356	389	15	0	9
357	390	15	0	9
358	391	16	0	9
359	392	13	0	9
360	393	16	0	9
361	394	14	0	9
362	395	13	0	9
363	396	16	0	9
364	397	16	0	9
365	398	16	0	9
366	399	16	0	9
367	400	16	0	9
368	401	15	0	9
369	402	14	0	9
370	403	15	0	9
371	404	14	0	9
372	405	14	0	9
373	406	16	0	9
374	407	13	0	9
375	408	14	0	9
376	409	13	0	9
377	410	14	0	9
378	411	13	0	9
379	412	14	0	9
380	413	15	0	9
381	414	13	0	9
382	415	14	0	9
383	416	13	0	9
384	417	13	0	9
385	418	16	0	9
386	419	16	0	9
387	420	13	0	9
388	421	13	0	9
389	422	16	0	9
390	423	13	0	9
391	424	13	0	9
392	425	16	0	9
393	426	15	0	9
394	427	13	0	9
395	428	13	0	9
396	429	13	0	9
397	430	13	0	9
398	431	16	0	9
399	432	16	0	9
400	433	16	0	9
401	434	14	0	9
402	435	14	0	9
403	436	13	0	9
404	437	15	0	9
405	438	15	0	9
406	439	15	0	9
407	440	14	0	9
408	441	14	0	9
409	442	16	0	9
410	443	15	0	9
411	444	16	0	9
412	445	13	0	9
413	446	13	0	9
414	447	13	0	9
415	448	13	0	9
416	449	16	0	9
417	450	14	0	9
418	451	16	0	9
419	452	15	0	9
420	453	16	0	9
421	454	16	0	9
422	455	13	0	9
423	456	14	0	9
424	457	15	0	9
425	458	16	0	9
426	459	16	0	9
427	460	15	0	9
428	461	16	0	9
429	462	13	0	9
430	463	13	0	9
431	464	13	0	9
432	465	14	0	9
433	466	13	0	9
434	467	15	0	9
435	468	15	0	9
436	469	14	0	9
437	470	14	0	9
438	471	14	0	9
439	472	13	0	9
440	473	16	0	9
441	474	13	0	9
442	475	13	0	9
443	476	13	0	9
444	477	14	0	9
445	478	16	0	9
446	479	16	0	9
447	480	14	0	9
448	481	13	0	9
449	482	13	0	9
450	483	13	0	9
451	484	13	0	9
452	485	15	0	9
453	486	14	0	9
454	487	15	0	9
455	488	13	0	9
456	489	14	0	9
457	490	13	0	9
458	491	13	0	9
459	492	14	0	9
460	493	16	0	9
461	494	14	0	9
462	495	15	0	9
463	496	14	0	9
464	497	13	0	9
465	498	13	0	9
466	499	13	0	9
467	500	15	0	9
468	501	16	0	9
469	502	14	0	9
470	503	14	0	9
471	504	13	0	9
472	505	16	0	9
473	506	14	0	9
474	507	15	0	9
475	508	14	0	9
476	509	15	0	9
477	510	14	0	9
478	511	15	0	9
479	512	13	0	9
480	513	16	0	9
481	514	15	0	9
482	515	15	0	9
483	516	13	0	9
484	517	14	0	9
485	518	16	0	9
486	519	16	0	9
487	520	16	0	9
488	521	13	0	9
489	522	15	0	9
490	523	13	0	9
491	524	13	0	9
492	525	15	0	9
493	526	14	0	9
494	527	13	0	9
495	528	14	0	9
496	529	13	0	9
497	530	16	0	9
498	531	16	0	9
499	532	15	0	9
500	533	13	0	9
501	534	13	0	9
502	535	13	0	9
503	536	13	0	9
504	537	16	0	9
505	538	16	0	9
506	539	14	0	9
507	540	15	0	9
508	541	15	0	9
509	542	15	0	9
510	543	14	0	9
511	544	13	0	9
512	545	14	0	9
513	546	16	0	9
514	547	16	0	9
515	548	16	0	9
516	549	15	0	9
517	550	15	0	9
518	551	14	0	9
519	552	13	0	9
520	553	15	0	9
521	554	13	0	9
522	555	15	0	9
523	556	13	0	9
524	557	13	0	9
525	558	13	0	9
526	559	13	0	9
527	560	14	0	9
528	561	14	0	9
529	562	15	0	9
530	563	15	0	9
531	564	13	0	9
532	565	13	0	9
533	566	13	0	9
534	567	16	0	9
535	568	14	0	9
536	569	13	0	9
537	570	13	0	9
538	571	13	0	9
539	572	15	0	9
540	573	14	0	9
541	574	15	0	9
542	575	16	0	9
543	576	13	0	9
544	577	14	0	9
545	578	13	0	9
546	579	14	0	9
547	580	13	0	9
548	581	15	0	9
549	582	13	0	9
550	583	13	0	9
551	584	16	0	9
552	585	15	0	9
553	586	16	0	9
554	587	16	0	9
555	588	13	0	9
556	589	15	0	9
557	590	14	0	9
558	591	13	0	9
559	592	14	0	9
560	593	16	0	9
561	594	13	0	9
562	595	15	0	9
563	596	16	0	9
564	597	15	0	9
565	598	16	0	9
566	599	14	0	9
567	600	15	0	9
568	601	13	0	9
569	602	13	0	9
570	603	15	0	9
571	604	16	0	9
572	605	15	0	9
573	606	16	0	9
574	607	16	0	9
575	608	15	0	9
576	609	15	0	9
577	610	15	0	9
578	611	16	0	9
579	612	15	0	9
580	613	13	0	9
581	614	15	0	9
582	615	15	0	9
583	616	13	0	9
584	617	14	0	9
585	618	13	0	9
586	619	16	0	9
587	620	13	0	9
588	621	15	0	9
589	622	14	0	9
590	623	14	0	9
591	624	13	0	9
592	625	16	0	9
593	626	13	0	9
594	627	16	0	9
595	628	14	0	9
596	629	13	0	9
597	630	16	0	9
598	631	13	0	9
599	632	15	0	9
600	633	14	0	9
601	634	13	0	9
602	635	14	0	9
603	636	14	0	9
604	637	15	0	9
605	638	15	0	9
606	639	15	0	9
607	640	16	0	9
608	641	16	0	9
609	642	16	0	9
610	643	16	0	9
611	644	14	0	9
612	645	14	0	9
613	646	14	0	9
614	647	16	0	9
615	648	16	0	9
616	649	14	0	9
617	650	13	0	9
618	651	14	0	9
619	652	16	0	9
620	653	16	0	9
621	654	13	0	9
622	655	13	0	9
623	656	16	0	9
624	657	16	0	9
625	658	15	0	9
626	659	16	0	9
627	660	15	0	9
628	661	16	0	9
629	662	13	0	9
630	663	15	0	9
631	664	16	0	9
632	665	15	0	9
633	666	15	0	9
634	667	13	0	9
635	668	15	0	9
636	669	16	0	9
637	670	16	0	9
638	671	13	0	9
639	672	16	0	9
640	673	14	0	9
641	674	14	0	9
642	675	14	0	9
643	676	15	0	9
644	677	15	0	9
645	678	15	0	9
646	679	15	0	9
647	680	16	0	9
648	681	16	0	9
649	682	16	0	9
650	683	14	0	9
651	684	13	0	9
652	685	16	0	9
653	686	16	0	9
654	687	14	0	9
655	688	15	0	9
656	689	15	0	9
657	690	14	0	9
658	691	15	0	9
659	692	16	0	9
660	693	16	0	9
661	694	15	0	9
662	695	15	0	9
663	696	16	0	9
664	697	15	0	9
665	698	16	0	9
666	699	15	0	9
667	700	13	0	9
668	701	13	0	9
669	702	14	0	9
670	703	15	0	9
671	704	14	0	9
672	705	16	0	9
673	706	16	0	9
674	707	15	0	9
675	708	13	0	9
676	709	16	0	9
677	710	14	0	9
678	711	15	0	9
679	712	15	0	9
680	713	14	0	9
681	714	15	0	9
682	715	16	0	9
683	716	14	0	9
684	717	14	0	9
685	718	16	0	9
686	719	15	0	9
687	720	15	0	9
688	721	14	0	9
689	722	16	0	9
690	723	14	0	9
691	724	15	0	9
692	725	16	0	9
693	726	15	0	9
694	727	13	0	9
695	728	13	0	9
696	729	13	0	9
697	730	15	0	9
698	731	14	0	9
699	732	15	0	9
700	733	13	0	9
701	734	13	0	9
702	735	13	0	9
703	736	15	0	9
704	737	15	0	9
705	738	13	0	9
706	739	15	0	9
707	740	13	0	9
708	741	13	0	9
709	742	15	0	9
710	743	13	0	9
711	744	16	0	9
712	745	15	0	9
713	746	16	0	9
714	747	14	0	9
715	748	16	0	9
716	749	13	0	9
717	750	15	0	9
718	751	16	0	9
719	752	13	0	9
720	753	16	0	9
721	754	15	0	9
722	755	15	0	9
723	756	15	0	9
724	757	14	0	9
725	758	16	0	9
726	759	16	0	9
727	760	13	0	9
728	761	16	0	9
729	762	15	0	9
730	763	15	0	9
731	764	16	0	9
732	765	15	0	9
733	766	13	0	9
734	767	14	0	9
735	768	14	0	9
736	769	13	0	9
737	770	13	0	9
738	771	14	0	9
739	772	13	0	9
740	773	13	0	9
741	774	15	0	9
742	775	15	0	9
743	776	16	0	9
744	777	16	0	9
745	778	13	0	9
746	779	14	0	9
747	780	15	0	9
748	781	14	0	9
749	782	14	0	9
750	783	15	0	9
751	784	14	0	9
752	785	16	0	9
753	786	16	0	9
754	787	15	0	9
755	788	16	0	9
756	789	13	0	9
757	790	15	0	9
758	791	15	0	9
759	792	15	0	9
760	793	14	0	9
761	794	15	0	9
762	795	13	0	9
763	796	16	0	9
764	797	13	0	9
765	798	16	0	9
766	799	16	0	9
767	800	16	0	9
768	801	15	0	9
769	802	15	0	9
770	803	14	0	9
771	804	14	0	9
772	805	13	0	9
773	806	13	0	9
774	807	14	0	9
775	808	15	0	9
776	809	14	0	9
777	810	13	0	9
778	811	14	0	9
779	812	15	0	9
780	813	14	0	9
781	814	13	0	9
782	815	16	0	9
783	816	15	0	9
784	817	15	0	9
785	818	14	0	9
786	819	13	0	9
787	820	13	0	9
788	821	15	0	9
789	822	13	0	9
790	823	14	0	9
791	824	15	0	9
792	825	13	0	9
793	826	15	0	9
794	827	14	0	9
795	828	16	0	9
796	829	14	0	9
797	830	14	0	9
798	831	16	0	9
799	832	16	0	9
800	833	14	0	9
801	834	15	0	9
802	835	15	0	9
803	836	16	0	9
804	837	16	0	9
805	838	14	0	9
806	839	13	0	9
807	840	13	0	9
808	841	15	0	9
809	842	13	0	9
810	843	15	0	9
811	844	13	0	9
812	845	16	0	9
813	846	16	0	9
814	847	16	0	9
815	848	14	0	9
816	849	14	0	9
817	850	15	0	9
818	851	13	0	9
819	852	13	0	9
820	853	16	0	9
821	854	14	0	9
822	855	16	0	9
823	856	15	0	9
824	857	14	0	9
825	858	15	0	9
826	859	16	0	9
827	860	15	0	9
828	861	14	0	9
829	862	16	0	9
830	863	15	0	9
831	864	16	0	9
832	865	13	0	9
833	866	14	0	9
834	867	14	0	9
835	868	16	0	9
836	869	14	0	9
837	870	15	0	9
838	871	14	0	9
839	872	15	0	9
840	873	13	0	9
841	874	16	0	9
842	875	16	0	9
843	876	16	0	9
844	877	16	0	9
845	878	13	0	9
846	879	15	0	9
847	880	14	0	9
848	881	15	0	9
849	882	16	0	9
850	883	14	0	9
851	884	14	0	9
852	885	16	0	9
853	886	14	0	9
854	887	14	0	9
855	888	16	0	9
856	889	16	0	9
857	890	16	0	9
858	891	15	0	9
859	892	13	0	9
860	893	16	0	9
861	894	14	0	9
862	895	16	0	9
863	896	13	0	9
864	897	16	0	9
865	898	16	0	9
866	899	16	0	9
867	900	13	0	9
868	901	15	0	9
869	902	13	0	9
870	903	13	0	9
871	904	15	0	9
872	905	13	0	9
873	906	13	0	9
874	907	15	0	9
875	908	13	0	9
876	909	14	0	9
877	910	16	0	9
878	911	16	0	9
879	912	14	0	9
880	913	16	0	9
881	914	15	0	9
882	915	13	0	9
883	916	16	0	9
884	917	14	0	9
885	918	14	0	9
886	919	16	0	9
887	920	14	0	9
888	921	13	0	9
889	922	14	0	9
890	923	13	0	9
891	924	16	0	9
892	925	14	0	9
893	926	13	0	9
894	927	13	0	9
895	928	16	0	9
896	929	16	0	9
897	930	15	0	9
898	931	16	0	9
899	932	13	0	9
900	933	15	0	9
901	934	16	0	9
902	935	14	0	9
903	936	13	0	9
904	937	16	0	9
905	938	16	0	9
906	939	15	0	9
907	940	16	0	9
908	941	16	0	9
909	942	16	0	9
910	943	15	0	9
911	944	13	0	9
912	945	14	0	9
913	946	14	0	9
914	947	14	0	9
915	948	15	0	9
916	949	15	0	9
917	950	15	0	9
918	951	15	0	9
919	952	14	0	9
920	953	14	0	9
921	954	15	0	9
922	955	16	0	9
923	956	14	0	9
924	957	15	0	9
925	958	14	0	9
926	959	13	0	9
927	960	14	0	9
928	961	16	0	9
929	962	14	0	9
930	963	13	0	9
931	964	14	0	9
932	965	16	0	9
933	966	14	0	9
934	967	13	0	9
935	968	13	0	9
936	969	14	0	9
937	970	16	0	9
938	971	16	0	9
939	972	15	0	9
940	973	15	0	9
941	974	16	0	9
942	975	16	0	9
943	976	14	0	9
944	977	14	0	9
945	978	13	0	9
946	979	13	0	9
947	980	15	0	9
948	981	15	0	9
949	982	16	0	9
950	983	13	0	9
951	984	14	0	9
952	985	14	0	9
953	986	16	0	9
954	987	16	0	9
955	988	14	0	9
956	989	13	0	9
957	990	16	0	9
958	991	15	0	9
959	992	16	0	9
960	993	16	0	9
961	994	13	0	9
962	995	14	0	9
963	996	13	0	9
964	997	16	0	9
965	998	14	0	9
966	999	15	0	9
967	1000	16	0	9
968	1001	15	0	9
969	1002	16	0	9
970	1003	16	0	9
971	1004	14	0	9
972	1005	16	0	9
973	1006	16	0	9
974	1007	14	0	9
975	1008	15	0	9
976	1009	14	0	9
977	1010	14	0	9
978	1011	13	0	9
979	1012	16	0	9
980	1013	14	0	9
981	1014	15	0	9
982	1015	14	0	9
983	1016	15	0	9
984	1017	13	0	9
985	1018	14	0	9
986	1019	16	0	9
987	1020	15	0	9
988	1021	13	0	9
989	1022	16	0	9
990	1023	14	0	9
991	1024	13	0	9
992	1025	16	0	9
993	1026	15	0	9
994	1027	13	0	9
995	1028	15	0	9
996	1029	14	0	9
997	1030	15	0	9
998	1031	14	0	9
999	1032	13	0	9
1000	1033	13	0	9
